13.20923,0,89.91,-90,-90.01,-0.01,0,0,0,0,0,0,0,0,0,0,0
13.775282,0,89.91,-90,-90.01,-0.01,0.566052,0,0,0,0,0,0,0,0,0,0
14.009856,0,89.91,-90,-90.01,-0.01,0.234574,0,0,0,0,0,0,0,0,0,0
14.203138,0,89.91,-90,-90.01,-0.01,0.193282,0,0,0,0,0,0,0,0,0,0
14.337162,0,89.91,-90,-90.01,-0.01,0.134024,0,0,0,0,0,0,0,0,0,0
14.467503,0,89.91,-90,-90.01,-0.01,0.130341,0,0,0,0,0,0,0,0,0,0
14.646678,0,89.91,-90,-90.01,-0.01,0.179175,0,0,0,0,0,0,0,0,0,0
14.75653,0,89.91,-90,-90.01,-0.01,0.109852,0,0,0,0,0,0,0,0,0,0
14.925298,0,89.91,-90,-90.01,-0.01,0.168768,0,0,0,0,0,0,0,0,0,0
15.082347,0,89.91,-90,-90.01,-0.01,0.157049,0,0,0,0,0,0,0,0,0,0
15.237306,0,89.91,-90,-90.01,-0.01,0.154959,0,0,0,0,0,0,0,0,0,0
15.396809,0,89.91,-90,-90.01,-0.01,0.159503,0,0,0,0,0,0,0,0,0,0
15.524553,0,89.91,-90,-90.01,-0.01,0.127744,0,0,0,0,0,0,0,0,0,0
15.69936,0,89.91,-90,-90.01,-0.01,0.174807,0,0,0,0,0,0,0,0,0,0
15.853508,0,89.91,-90,-90.01,-0.01,0.154148,0,0,0,0,0,0,0,0,0,0
16.006986,0,89.91,-90,-90.01,-0.01,0.153478,0,0,0,0,0,0,0,0,0,0
16.17597,0,89.91,-90,-90.01,-0.01,0.168984,0,0,0,0,0,0,0,0,0,0
16.289118,0,89.91,-90,-90.01,-0.01,0.113148,0,0,0,0,0,0,0,0,0,0
16.452857,0,89.91,-90,-90.01,-0.01,0.163739,0,0,0,0,0,0,0,0,0,0
16.61056,0,89.91,-90,-90.01,-0.01,0.157703,0,0,0,0,0,0,0,0,0,0
16.767584,0,89.91,-90,-90.01,-0.01,0.157024,0,0,0,0,0,0,0,0,0,0
16.924821,0,89.91,-90,-90.01,-0.01,0.157237,0,0,0,0,0,0,0,0,0,0
17.08256,0,89.91,-90,-90.01,-0.01,0.157739,0,0,0,0,0,0,0,0,0,0
17.250852,0,89.91,-90,-90.01,-0.01,0.168292,0,0,0,0,0,0,0,0,0,0
17.376709,0,89.91,-90,-90.01,-0.01,0.125857,0,0,0,0,0,0,0,0,0,0
17.550229,0,89.91,-90,-90.01,-0.01,0.17352,0,0,0,0,0,0,0,0,0,0
17.705689,0,89.91,-90,-90.01,-0.01,0.15546,0,0,0,0,0,0,0,0,0,0
17.874315,0,89.91,-90,-90.01,-0.01,0.168626,0,0,0,0,0,0,0,0,0,0
18.002102,0,89.91,-90,-90.01,-0.01,0.127787,0,0,0,0,0,0,0,0,0,0
18.159346,0,89.91,-90,-90.01,-0.01,0.157244,0,0,0,0,0,0,0,0,0,0
18.316973,0,89.91,-90,-90.01,-0.01,0.157627,0,0,0,0,0,0,0,0,0,0
18.487651,0,89.91,-90,-90.01,-0.01,0.170678,0,0,0,0,0,0,0,0,0,0
